apyg,candidate,candidateUrl,totalBefore,totalAfter,posAfter,posBefore
Kėdainių,Saulius GRINKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69742/Kandidato69742Anketa.html,2037,2037,2,2
Kėdainių,Kęstutis Danielius RIMKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67360/Kandidato67360Anketa.html,1455,1455,3,3
Kėdainių,Kęstutis VIRBICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66887/Kandidato66887Anketa.html,1334,1334,4,4
Kėdainių,Algirdas KARČIAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66722/Kandidato66722Anketa.html,1233,1233,5,5
Kėdainių,Kristina KRUPAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66481/Kandidato66481Anketa.html,465,465,6,6
Kėdainių,Valė MACIJAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68692/Kandidato68692Anketa.html,425,425,7,7
Kėdainių,Paulius KIZERSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67180/Kandidato67180Anketa.html,396,396,8,8
Kėdainių,Marius KUNDROTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68330/Kandidato68330Anketa.html,172,172,9,9
Kėdainių,Redas KIMANTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67481/Kandidato67481Anketa.html,141,141,10,10
Kėdainių,Jonas PŪKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68203/Kandidato68203Anketa.html,96,96,11,11
Kėdainių,Jurga ŠIUGŽDINYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69955/Kandidato69955Anketa.html,37,37,12,12
Radviliškio,Algimantas SALAMAKINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66837/Kandidato66837Anketa.html,5579,5579,1,1
Radviliškio,Zita ŽVIKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67895/Kandidato67895Anketa.html,3578,3578,2,2
Radviliškio,Vytautas JUOZAPAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67298/Kandidato67298Anketa.html,2990,2990,3,3
Radviliškio,Daiva RIBIKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68683/Kandidato68683Anketa.html,1213,1213,4,4
Radviliškio,Laimutė ŠLAMIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66955/Kandidato66955Anketa.html,1166,1166,5,5
Radviliškio,Audronė BERESNEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66522/Kandidato66522Anketa.html,1012,1012,6,6
Radviliškio,Arimantas RAČKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66719/Kandidato66719Anketa.html,711,711,7,7
Radviliškio,Daivis SUTKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68236/Kandidato68236Anketa.html,338,338,8,8
Radviliškio,Benediktas KRASNIAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67170/Kandidato67170Anketa.html,266,266,9,9
Radviliškio,Ričardas ČEKUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68309/Kandidato68309Anketa.html,171,171,10,10
Radviliškio,Arvydas ŽILINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69819/Kandidato69819Anketa.html,127,127,11,11
Radviliškio,Ingrida VAICIKEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69961/Kandidato69961Anketa.html,76,76,12,12
Šiaulių kaimiškoji,Rima BAŠKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68643/Kandidato68643Anketa.html,5220,4903,1,1
Šiaulių kaimiškoji,Linas ANDRULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66912/Kandidato66912Anketa.html,4052,3827,2,2
Šiaulių kaimiškoji,Ingrida VENCIUVIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67918/Kandidato67918Anketa.html,2636,2391,3,3
Šiaulių kaimiškoji,Arūnas JUŠKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66690/Kandidato66690Anketa.html,1247,1117,4,4
Šiaulių kaimiškoji,Ernestas JUŠKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67372/Kandidato67372Anketa.html,1181,1070,5,5
Šiaulių kaimiškoji,Vidmantas JAPERTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66505/Kandidato66505Anketa.html,749,678,6,6
Šiaulių kaimiškoji,Algis MAČIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67181/Kandidato67181Anketa.html,623,555,7,7
Šiaulių kaimiškoji,Rimvydas TAMULAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69801/Kandidato69801Anketa.html,202,181,8,8
Šiaulių kaimiškoji,Sonata BRUŽAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68855/Kandidato68855Anketa.html,152,140,9,9
Šiaulių kaimiškoji,Reimundas VARAPICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68310/Kandidato68310Anketa.html,98,92,10,10
Šiaulių kaimiškoji,Renata MACIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69958/Kandidato69958Anketa.html,84,80,11,11
Šiaulių kaimiškoji,Audrius GOŠTAUTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68185/Kandidato68185Anketa.html,71,70,12,12
Šiaulių kaimiškoji,Zita KLIKNIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67692/Kandidato67692Anketa.html,45,43,13,13
Pakruojo-Joniškio,Vitalijus GAILIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67075/Kandidato67075Anketa.html,4999,4660,1,1
Pakruojo-Joniškio,Stasys TUMĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67533/Kandidato67533Anketa.html,2329,2300,2,2
Pakruojo-Joniškio,Vigilijus JUKNA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67909/Kandidato67909Anketa.html,2202,2081,3,3
Pakruojo-Joniškio,Vygantas SUDARIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66926/Kandidato66926Anketa.html,1720,1661,4,4
Pakruojo-Joniškio,Jonas JURGELIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67373/Kandidato67373Anketa.html,1383,1338,5,5
Pakruojo-Joniškio,Edita RUDIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66500/Kandidato66500Anketa.html,988,925,6,6
Pakruojo-Joniškio,Saulius GEGIECKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68137/Kandidato68137Anketa.html,902,893,7,7
Pakruojo-Joniškio,Gediminas GRYBĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68735/Kandidato68735Anketa.html,704,672,8,8
Pakruojo-Joniškio,Egidijus BALTUŠIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66721/Kandidato66721Anketa.html,507,491,9,9
Pakruojo-Joniškio,Kęstutis MALINAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68856/Kandidato68856Anketa.html,310,301,10,10
Pakruojo-Joniškio,Voldemaras BANDŽIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69761/Kandidato69761Anketa.html,284,269,11,11
Pasvalio-Panevėžio,Antanas MATULAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67303/Kandidato67303Anketa.html,6018,6018,1,1
Pasvalio-Panevėžio,Vytautas LIEPA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67955/Kandidato67955Anketa.html,3240,3240,2,2
Pasvalio-Panevėžio,Alfonsas PULOKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66900/Kandidato66900Anketa.html,2984,2984,3,3
Pasvalio-Panevėžio,Pranciškus Alfredas ŠLIUŽAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68662/Kandidato68662Anketa.html,1163,1163,4,4
Pasvalio-Panevėžio,Vidas ANILIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66528/Kandidato66528Anketa.html,868,868,5,5
Pasvalio-Panevėžio,Rytis SALADŽIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66686/Kandidato66686Anketa.html,717,717,6,6
Pasvalio-Panevėžio,Romanas Algimantas SEDLICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67117/Kandidato67117Anketa.html,318,318,7,7
Pasvalio-Panevėžio,Mindaugas LADIGA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69775/Kandidato69775Anketa.html,271,271,8,8
Pasvalio-Panevėžio,Donatas GOLUBEVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68331/Kandidato68331Anketa.html,213,213,9,9
Pasvalio-Panevėžio,Daiva PETRAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68884/Kandidato68884Anketa.html,178,178,10,10
Pasvalio-Panevėžio,Laima SAKALIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69981/Kandidato69981Anketa.html,126,126,11,11
Pasvalio-Panevėžio,Robertas FILISTOVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68157/Kandidato68157Anketa.html,85,85,12,12
Biržų-Kupiškio,Aleksandras ZELTINIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66929/Kandidato66929Anketa.html,3084,3084,1,1
Biržų-Kupiškio,Ritas VAIGINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67902/Kandidato67902Anketa.html,3079,3079,2,2
Biržų-Kupiškio,Nijolė ŠATIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68652/Kandidato68652Anketa.html,3055,3055,3,3
Biržų-Kupiškio,Dalius BITAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67371/Kandidato67371Anketa.html,1839,1839,4,4
Biržų-Kupiškio,Kęstutis SLAVINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67098/Kandidato67098Anketa.html,1299,1299,5,5
Biržų-Kupiškio,Marius JUKONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66529/Kandidato66529Anketa.html,945,945,6,6
Biržų-Kupiškio,Tautrimas JANUŠEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66703/Kandidato66703Anketa.html,943,943,7,7
Biržų-Kupiškio,Žydrūnas SAVICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68134/Kandidato68134Anketa.html,884,884,8,8
Biržų-Kupiškio,Valdemaras VALKIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67635/Kandidato67635Anketa.html,517,517,9,9
Biržų-Kupiškio,Dangirdas MIKŠYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67572/Kandidato67572Anketa.html,465,465,10,10
Biržų-Kupiškio,Juozas UŽKURĖLIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67532/Kandidato67532Anketa.html,392,392,11,11
Biržų-Kupiškio,Stasys VALIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68876/Kandidato68876Anketa.html,298,298,12,12
Biržų-Kupiškio,Algirdas KIZNIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69805/Kandidato69805Anketa.html,206,206,13,13
Biržų-Kupiškio,Vilmantas MOCERENKO,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70001/Kandidato70001Anketa.html,64,64,14,14
Biržų-Kupiškio,Jolita TUROVAITĖ KAIRIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67758/Kandidato67758Anketa.html,64,64,15,15
Anykščių-Kupiškio,Ričardas SARGŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67901/Kandidato67901Anketa.html,3415,3415,1,1
Anykščių-Kupiškio,Jonas ŠIMĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67339/Kandidato67339Anketa.html,2368,2368,2,2
Anykščių-Kupiškio,Kęstutis TUBIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67082/Kandidato67082Anketa.html,2201,2201,3,3
Anykščių-Kupiškio,Vytautas GALVONAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66470/Kandidato66470Anketa.html,2180,2180,4,4
Anykščių-Kupiškio,Alvydas ŽALA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66886/Kandidato66886Anketa.html,2023,2023,5,5
Anykščių-Kupiškio,Vidmantas PALIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68668/Kandidato68668Anketa.html,1719,1719,6,6
Anykščių-Kupiškio,Leonas ALESIONKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67642/Kandidato67642Anketa.html,1146,1146,7,7
Anykščių-Kupiškio,Jūratė GRICIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69767/Kandidato69767Anketa.html,734,734,8,8
Anykščių-Kupiškio,Rasma BUZIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66712/Kandidato66712Anketa.html,684,684,9,9
Anykščių-Kupiškio,Tomas BARANAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68301/Kandidato68301Anketa.html,184,184,10,10
Anykščių-Kupiškio,Rosvaldas GORBAČIOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68144/Kandidato68144Anketa.html,149,149,11,11
Anykščių-Kupiškio,Aurelija KAIRIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69988/Kandidato69988Anketa.html,78,78,12,12
Rokiškio,Vytautas SAULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66876/Kandidato66876Anketa.html,4464,4464,1,1
Rokiškio,Aloyzas JOČYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67904/Kandidato67904Anketa.html,3418,3418,2,2
Rokiškio,Algis KAZULĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67335/Kandidato67335Anketa.html,2018,2018,3,3
Rokiškio,Egidijus VILIMAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66468/Kandidato66468Anketa.html,1940,1940,4,4
Rokiškio,Viktoras JENCIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67530/Kandidato67530Anketa.html,1066,1066,5,5
Rokiškio,Algimantas ŠABLINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67146/Kandidato67146Anketa.html,936,936,6,6
Rokiškio,Virginijus LUKOŠIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68192/Kandidato68192Anketa.html,722,722,7,7
Rokiškio,Gintautas REKERTA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69768/Kandidato69768Anketa.html,712,712,8,8
Rokiškio,Haroldas SANIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68737/Kandidato68737Anketa.html,506,506,9,9
Rokiškio,Gintaras BINKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68323/Kandidato68323Anketa.html,268,268,10,10
Rokiškio,Valdas VARNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67773/Kandidato67773Anketa.html,153,153,11,11
Rokiškio,Pranas VIDUOLIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70002/Kandidato70002Anketa.html,64,64,12,12
Utenos,Milda PETRAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66817/Kandidato66817Anketa.html,5444,5444,1,1
Utenos,Edmundas PUPINIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67316/Kandidato67316Anketa.html,5135,5135,2,2
Utenos,Egidijus GOVEDAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67958/Kandidato67958Anketa.html,2785,2785,3,3
Utenos,Osvaldas KATINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66486/Kandidato66486Anketa.html,1506,1506,4,4
Utenos,Marijus KAUKĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67085/Kandidato67085Anketa.html,1335,1335,5,5
Utenos,Vytautas PEČIŪRA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66727/Kandidato66727Anketa.html,1020,1020,6,6
Utenos,Algimantas MATULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67444/Kandidato67444Anketa.html,712,712,7,7
Utenos,Vladas VITAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68769/Kandidato68769Anketa.html,636,636,8,8
Utenos,Arvydas ŠALTENIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68834/Kandidato68834Anketa.html,496,496,9,9
Utenos,Edita STUNDŽIAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69773/Kandidato69773Anketa.html,238,238,10,10
Utenos,Vidutis BAREIKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68235/Kandidato68235Anketa.html,89,89,11,11
Utenos,Arvydas RAKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67676/Kandidato67676Anketa.html,44,44,12,12
Zarasų-Visagino,Algimantas DUMBRAVA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66473/Kandidato66473Anketa.html,4881,4881,1,1
Zarasų-Visagino,Rimvydas PODOLSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67952/Kandidato67952Anketa.html,2920,2920,2,2
Zarasų-Visagino,Nikolajus GUSEVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66921/Kandidato66921Anketa.html,2527,2527,3,3
Zarasų-Visagino,Dalia ŠTRAUPAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69731/Kandidato69731Anketa.html,1526,1526,4,4
Zarasų-Visagino,Rimantas KUMPIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68439/Kandidato68439Anketa.html,1122,1122,5,5
Zarasų-Visagino,Rokas ŽILINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67334/Kandidato67334Anketa.html,857,857,6,6
Zarasų-Visagino,Gintaris PETRĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68720/Kandidato68720Anketa.html,631,631,7,7
Zarasų-Visagino,Jurijus SUBOTINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67428/Kandidato67428Anketa.html,551,551,8,8
Zarasų-Visagino,Tomas BARANOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67092/Kandidato67092Anketa.html,374,374,9,9
Zarasų-Visagino,Genrich SARBAJ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69125/Kandidato69125Anketa.html,337,337,10,10
Zarasų-Visagino,Irina BUDAJEVA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67763/Kandidato67763Anketa.html,217,217,11,11
Zarasų-Visagino,Rolandas URNIEŽIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68171/Kandidato68171Anketa.html,184,184,12,12
Zarasų-Visagino,Romualdas TRIMONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68879/Kandidato68879Anketa.html,134,134,13,13
Zarasų-Visagino,Tatjana ŠČIURINA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68338/Kandidato68338Anketa.html,44,44,14,14
Zarasų-Visagino,Alina LITVINOVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67707/Kandidato67707Anketa.html,28,28,15,15
Ignalinos-Švenčionių,Šarūnas BIRUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67894/Kandidato67894Anketa.html,4718,4718,1,1
Ignalinos-Švenčionių,Vilius CIBULSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66908/Kandidato66908Anketa.html,2496,2496,2,2
Ignalinos-Švenčionių,Marijona LUKAŠEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68680/Kandidato68680Anketa.html,2273,2273,3,3
Ignalinos-Švenčionių,Leta KALINAUSKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66526/Kandidato66526Anketa.html,1166,1166,4,4
Ignalinos-Švenčionių,Jonas DIENINIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67379/Kandidato67379Anketa.html,1127,1127,5,5
Ignalinos-Švenčionių,Kęstutis TRAPIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69755/Kandidato69755Anketa.html,981,981,6,6
Ignalinos-Švenčionių,Algirdas RADUŠYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67094/Kandidato67094Anketa.html,761,761,7,7
Ignalinos-Švenčionių,Vaclav VILKOIT,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68465/Kandidato68465Anketa.html,620,620,8,8
Ignalinos-Švenčionių,Algirdas ČEPONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69950/Kandidato69950Anketa.html,243,243,9,9
Ignalinos-Švenčionių,Sandra ČESNULEVIČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67452/Kandidato67452Anketa.html,168,168,10,10
Ignalinos-Švenčionių,Marius KLIPČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68205/Kandidato68205Anketa.html,150,150,11,11
Ignalinos-Švenčionių,Jurij EKHARDT,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68900/Kandidato68900Anketa.html,80,80,12,12
Ignalinos-Švenčionių,Oleg KAUŠINIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67690/Kandidato67690Anketa.html,54,54,13,13
Molėtų-Švenčionių,Petras ČIMBARAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67922/Kandidato67922Anketa.html,3553,3087,1,1
Molėtų-Švenčionių,Valentinas STUNDYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67299/Kandidato67299Anketa.html,3340,3011,2,2
Molėtų-Švenčionių,Stasys BAJERČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66927/Kandidato66927Anketa.html,2424,2192,3,3
Molėtų-Švenčionių,Zbignev JEDINSKIJ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68434/Kandidato68434Anketa.html,1872,1608,4,4
Molėtų-Švenčionių,Rimantas KLIPČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69765/Kandidato69765Anketa.html,1215,510,6,5
Molėtų-Švenčionių,Irena MALINAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66678/Kandidato66678Anketa.html,628,521,5,6
